ville,code_commune,departement,region,sport,club,fin_saison,division,classement,score_classement,capacite,taux_remplissage,score_event,nb_crea_entreprise,taux_chomage,salaire_median,class,coeff_division,score_sportif,salaire_median_norm,taux_chomage_norm,nb_crea_entreprise_norm,score_economique
Tours,37261,Indre-et-Loire,Centre,football,Tours FC,2013,2,10,30,12699,0.34,0.0,1076,0.1188,18883.85,0.55,0.5,0.522,0.27806255062844154,0.59477124183006524,0.011654242804054797,0.41443776256843662
Tours,37261,Indre-et-Loire,Centre,football,Tours FC,2012,2,6,26,12699,0.42,0.0,1121,0.1127,18558.0,0.75,0.5,0.62600000000000011,0.25637344270740769,0.63907044299201166,0.012148998394792972,0.4281590977763654
Orléans,45234,Loiret,Centre,football,US Orléans,2020,2,20,40,7533,0.5,0.0,1661,0.115,20820.0,0.05,0.5,0.37,0.40693585522046211,0.62236746550472033,0.018086065483651076,0.48300110758237058
Orléans,45234,Loiret,Centre,football,US Orléans,2019,2,8,28,7533,0.55,0.0,1514,0.1184,20420.0,0.65,0.5,0.625,0.3803112022561731,0.597676107480029,0.016469863887239703,0.45919746658610355
Orléans,45234,Loiret,Centre,football,US Orléans,2018,2,12,32,7533,0.53,0.0,1369,0.1188,20180.0,0.45,0.5,0.539,0.36433641047759968,0.59477124183006524,0.014875651428194471,0.45055801082016977
Orléans,45234,Loiret,Centre,football,US Orléans,2017,2,18,38,7533,0.57,0.0,1050,0.1214,19480.0,0.15,0.5,0.431,0.31774326779009388,0.57588961510530146,0.011368384018294962,0.42072630667783578
Orléans,45234,Loiret,Centre,football,US Orléans,2015,2,18,38,7533,0.53,0.0,881,0.1246,19158.0,0.15,0.5,0.41900000000000004,0.29631042215384124,0.55265068990559185,0.0095103019108560369,0.39960466476976042
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2021,2,2,22,13000,0.19,0.0,2550,0.1084,20430.0,0.95,0.5,0.637,0.38097681858028032,0.67029774872912129,0.027860237042900807,0.5014697203181232
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2020,2,5,25,13000,0.26,0.0,2116,0.1128,20050.0,0.8,0.5,0.59800000000000009,0.35568339826420575,0.63834422657952072,0.023088594234448184,0.47298976971266676
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2019,2,10,30,13000,0.22,0.0,1878,0.1199,19720.0,0.55,0.5,0.48600000000000004,0.33371805956866729,0.5867828612926651,0.020471886887877388,0.43711459791773816
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2018,2,6,26,13000,0.26,0.0,1670,0.1196,19460.0,0.75,0.5,0.57800000000000007,0.31641203514187943,0.588961510530138,0.01818501660179871,0.43013807762272016
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2017,2,12,32,13000,0.25,0.0,1353,0.1215,19200.0,0.45,0.5,0.455,0.29910601071509157,0.57516339869281041,0.014699738329265343,0.41457397279707447
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2016,2,7,27,13000,0.29,0.0,1112,0.1205,18923.33,0.7,0.5,0.567,0.28069040387601712,0.58242556281771973,0.012050047276645336,0.40951396659758943
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2015,2,12,32,13000,0.24,0.0,1083,0.1199,18894.0,0.45,0.5,0.452,0.27873815119741047,0.5867828612926651,0.011731204784836292,0.41075229351771486
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2014,2,14,34,13000,0.29,0.0,1144,0.1172,18743.33,0.35,0.5,0.427,0.26870931004208704,0.60639070442992016,0.012401873474503595,0.4168800129690467
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2013,2,14,34,13000,0.31,0.0,1168,0.1131,18613.5,0.35,0.5,0.433,0.26006761330620282,0.63616557734204782,0.012665743122897288,0.42844270555495367
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2012,2,5,25,13000,0.42,0.0,1051,0.1106,18317.0,0.8,0.5,0.64600000000000013,0.24033208929642358,0.654320987654321,0.011379378586978033,0.42898301883921897
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2022,1,17,17,13000,0.81,0.0,2416,,,0.2,1.0,0.72300000000000009,,,0.026386964839369351,
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2023,1,8,8,13000,0.87,0.0,2299,,,0.65,1.0,0.921,,,0.025100600303450096,
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2021,2,9,29,18462,0.25,0.0,62,0.1368,18300.0,0.6,0.5,0.515,0.23920054154544129,0.46405228758169925,0.00050575015942124586,0.32795923548873673
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2020,2,8,28,18462,0.49,0.0,45,0.1368,17630.0,0.65,0.5,0.607,0.1946042478302572,0.46405228758169925,0.00031884249180904635,0.310027264168857
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2019,1,20,20,18462,0.8,0.0,55,0.1367,17460.0,0.05,1.0,0.66,0.18328877032043436,0.4647785039941903,0.00042878817863975196,0.30591915421458882
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2018,1,12,12,18462,0.79,0.0,42,0.1368,17360.0,0.45,1.0,0.81700000000000006,0.1766326070793621,0.46405228758169925,0.00028585878575983464,0.30282211601547437
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2017,1,10,10,18462,0.8,0.0,44,0.1557,16850.0,0.55,1.0,0.8600000000000001,0.1426861745498936,0.326797385620915,0.00030784792312597576,0.22062708659197794
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2013,2,2,22,18462,0.52,0.0,37,0.1549,16709.0,0.95,0.5,0.736,0.13330098437998172,0.33260711692084233,0.00023088594234448183,0.21973939518358609
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2015,1,10,10,18462,0.81,0.0,42,0.1561,16706.0,0.55,1.0,0.863,0.13310129948274957,0.32389251997095136,0.00028585878575983464,0.21532970917145541
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2014,1,16,16,18462,0.81,0.0,37,0.1556,16531.67,0.25,1.0,0.743,0.12149761010458818,0.327523602033406,0.00023088594234448183,0.21247628802971052
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2016,1,16,16,18462,0.79,0.0,38,0.156,16489.0,0.25,1.0,0.737,0.11865742524962276,0.32461873638344219,0.0002418805110275524,0.20989327854708398
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2012,2,7,27,18462,0.51,0.0,38,0.1091,16404.0,0.7,0.5,0.633,0.11299968649471134,0.66521423384168477,0.0002418805110275524,0.37792793177424072
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2022,2,6,26,18462,0.43,0.0,91,,,0.75,0.5,0.629,,,0.00082459265123029221,
Guingamp,22070,Côtes d'Armor,Bretagne,football,EA Guingamp,2023,2,6,26,18462,0.48,0.0,95,,,0.75,0.5,0.64400000000000013,,,0.00086857092596257445,
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2021,1,17,17,15220,0.31,0.0,1830,0.0978,21420.0,0.2,1.0,0.57300000000000006,0.44687283466689565,0.747276688453159,0.019944147591090002,0.56235955188888276
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2020,1,14,14,15220,0.9,0.0,1388,0.1064,20840.0,0.35,1.0,0.81,0.40826708786867655,0.68482207697893971,0.015084548233172812,0.51326014775352691
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2019,2,2,22,15220,0.6,0.0,1343,0.1131,20520.0,0.95,0.5,0.76,0.38696736549724536,0.63616557734204782,0.014589792642434637,0.48016463119113939
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2018,2,5,25,15220,0.49,0.0,1200,0.1131,20240.0,0.8,0.5,0.667,0.36833010842224306,0.63616557734204782,0.013017569320755547,0.471923616700299
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2017,2,5,25,15220,0.53,0.0,934,0.1182,19640.0,0.8,0.5,0.679,0.32839312897580952,0.59912854030501084,0.010093014051058776,0.43596802876835866
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2016,2,10,30,15220,0.45,0.0,842,0.1221,19317.41,0.55,0.5,0.555,0.30692101197643451,0.57080610021786482,0.0090815137322162853,0.4127122117656144
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2014,2,7,27,15220,0.5,0.0,891,0.1185,19224.4,0.7,0.5,0.62999999999999989,0.30073011454591331,0.59694989106753815,0.0096202475976867423,0.42357711515097779
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2015,2,6,26,15220,0.5,0.0,870,0.1198,19210.0,0.75,0.5,0.65000000000000013,0.2997716270391988,0.58750907770515615,0.00938936165534226,0.41835787049592871
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2013,1,20,20,15220,0.78,0.0,851,0.1156,19050.7,0.05,1.0,0.654,0.28916835899617077,0.61801016702977485,0.0091804648503639209,0.42926265953853771
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2012,1,15,15,15220,0.89,0.0,830,0.1114,18546.75,0.3,1.0,0.787,0.2556246243427871,0.64851125635439355,0.0089495789080194389,0.43098026736832129
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2022,1,11,11,15220,0.77,0.0,1674,,,0.5,1.0,0.831,,,0.018228994876530992,
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2023,1,14,14,15220,0.83,0.0,1653,,,0.35,1.0,0.78899999999999992,,,0.017998108934186512,
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2021,1,6,6,29778,0.12,0.38,4362,0.0966,22770.0,0.75,1.0,0.774,0.536731038421371,0.75599128540305,0.04778239549662467,0.61657925581838591
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2020,1,3,3,29778,0.87,0.38,3636,0.1007,22000.0,0.9,1.0,1.059,0.48547858146511474,0.72621641249092228,0.03980033863271544,0.57719980814786476
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2019,1,10,10,29778,0.8,0.0,3434,0.107,21760.0,0.55,1.0,0.8600000000000001,0.46950378968654133,0.68046477850399412,0.037579435758735187,0.5468236230059812
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2018,1,5,5,29778,0.78,0.0,3035,0.1071,21440.0,0.8,1.0,0.95400000000000007,0.44820406731511009,0.6797385620915033,0.033192602854190033,0.53574720939889076
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2017,1,9,9,29778,0.76,0.0,2494,0.1097,20690.0,0.6,1.0,0.868,0.39828284300706818,0.66085693536673928,0.027244541196648854,0.50336387548452133
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2016,1,8,8,29778,0.78,0.0,2126,0.111,20488.1,0.65,1.0,0.894,0.38484404942334322,0.65141612200435728,0.023198539921278887,0.49124495073215535
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2015,1,9,9,29778,0.68,0.0,1882,0.1101,20299.33,0.6,1.0,0.84400000000000008,0.37227921007317133,0.65795206971677556,0.02051586516260967,0.48814565146896116
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2014,1,12,12,29778,0.64,0.0,1899,0.1063,20197.6,0.45,1.0,0.772,0.36550789520802829,0.68554829339143053,0.020702772830221872,0.49932869119403755
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2013,1,13,13,29778,0.61,0.0,1863,0.1025,20110.56,0.4,1.0,0.7430000000000001,0.35971437072299922,0.71314451706608573,0.020306968357631329,0.51061149100105829
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2012,1,6,6,29778,0.69,0.0,1786,0.0992,19845.1,0.75,1.0,0.907,0.34204491978324858,0.73710965867828615,0.019460386569034895,0.51510299053696
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2022,1,4,4,29778,0.86,0.13,4336,,,0.85,1.0,1.0110000000000001,,,0.047496536710864831,
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2023,1,4,4,29778,0.93,0.25,4086,,,0.85,1.0,1.044,,,0.044747894540097193,
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2021,1,16,16,16787,0.29,0.0,914,0.1123,20860.0,0.25,1.0,0.587,0.409598320516891,0.64197530864197527,0.0098731226773973654,0.48976354386644272
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2020,2,1,21,16787,0.48,0.0,742,0.1189,20010.0,1.0,0.5,0.744,0.35302093296777687,0.59404502541757442,0.0079820568639092284,0.44222191432785257
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2019,2,6,26,16787,0.45,0.0,669,0.1304,19700.0,0.75,0.5,0.635,0.33238682692045285,0.51053013798111846,0.0071794533500450777,0.39180952643376293
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2018,2,7,27,16787,0.51,0.0,579,0.1305,19430.0,0.7,0.5,0.633,0.31441518616955777,0.50980392156862742,0.006189942168568727,0.38376300633642119
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2017,1,18,18,16787,0.7,0.0,548,0.1376,18850.0,0.15,1.0,0.67,0.27580943937133867,0.45824255628177191,0.00584911053939354,0.34236960915911818
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2016,1,15,15,16787,0.71,0.0,493,0.1308,18697.2,0.3,1.0,0.733,0.26563882193898036,0.50762527233115473,0.0052444092618246585,0.36269036957208184
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2015,1,16,16,16787,0.82,0.0,470,0.1324,18624.0,0.25,1.0,0.746,0.26076651044651539,0.49600580973129993,0.0049915341821140354,0.35480527613531315
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2014,1,8,8,16787,0.9,0.0,464,0.1283,18475.0,0.65,1.0,0.93,0.25084882721731772,0.5257806826434277,0.0049255667700156122,0.36569265559364877
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2013,1,8,8,16787,0.9,0.0,443,0.122,18273.21,0.65,1.0,0.93,0.23741735541315798,0.57153231663035586,0.00469468082767113,0.38308044089427667
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2012,1,17,17,16787,0.93,0.0,465,0.1167,17915.0,0.2,1.0,0.75900000000000012,0.21357431306731312,0.61002178649237471,0.0049365613386986827,0.39290889914246196
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2022,1,16,16,16787,0.76,0.0,876,,,0.25,1.0,0.728,,,0.0094553290674406851,
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2023,1,10,10,16787,0.89,0.0,857,,,0.55,1.0,0.887,,,0.0092464322624623441,
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2021,2,8,28,20087,0.23,0.0,1992,0.1009,22360.0,0.65,0.5,0.529,0.50944076913297487,0.72476397966594042,0.021725267717747434,0.577020931345034
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2020,2,12,32,20087,0.51,0.0,1701,0.106,21800.0,0.45,0.5,0.533,0.47216625498297021,0.68772694262890344,0.018525848230973897,0.54199289742312673
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2019,2,14,34,20087,0.55,0.0,1627,0.1132,21300.0,0.35,0.5,0.505,0.43888543877760894,0.635439360929557,0.017712250148426676,0.50212998105003537
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2018,2,17,37,20087,0.58,0.0,1469,0.1133,21000.0,0.2,0.5,0.454,0.4189169490543922,0.63471314451706606,0.01597510829650153,0.49291090602854065
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2017,1,19,19,20087,0.87,0.0,1037,0.1151,20650.0,0.1,1.0,0.70100000000000007,0.39562037771063929,0.62164124909222951,0.011225454625415045,0.474681502943078
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2016,2,1,21,20087,0.75,0.0,995,0.1161,20478.1,1.0,0.5,0.825,0.384178433099236,0.6143790849673203,0.010763682740726081,0.46624275709371754
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2015,2,5,25,20087,0.74,0.0,936,0.1161,20198.0,0.8,0.5,0.742,0.36553451986099267,0.6143790849673203,0.010115003188424919,0.45846085202226972
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2014,2,4,24,20087,0.73,0.0,947,0.1126,19996.15,0.85,0.5,0.75900000000000012,0.35209905435888844,0.63979665940450248,0.010235943443938694,0.465855923167776
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2013,1,18,18,20087,0.78,0.0,851,0.1106,19775.24,0.15,1.0,0.694,0.33739492414303573,0.654320987654321,0.0091804648503639209,0.46670869590955677
